,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,SD,,80.00,,,,,,,,,,,,,
,,,,,,tau,10000,80.00,,,,,,,,,,,,,
,,,,,,visits,1,1.00,,,,,,,,,,,,,
M,N_C,N_W,,,,,R_C,R_W,,,,,Rcycle,Rsys,Tsys,U_W,,,,,Rsys-slope
212,125.00,87.000,,,,,10000,6960.00,,,,,16960.00,6960.00,0.0125,1.000,,,,,80.0
213,125.00,88.000,,,,,10000,7040.00,,,,,17040.00,7040.00,0.0125,1.000,,,,,80.0
214,125.00,89.000,,,,,10000,7120.00,,,,,17120.00,7120.00,0.0125,1.000,,,,,80.0
215,125.00,90.000,,,,,10000,7200.00,,,,,17200.00,7200.00,0.0125,1.000,,,,,80.0
216,125.00,91.000,,,,,10000,7280.00,,,,,17280.00,7280.00,0.0125,1.000,,,,,80.0
217,125.00,92.000,,,,,10000,7360.00,,,,,17360.00,7360.00,0.0125,1.000,,,,,80.0
218,125.00,93.000,,,,,10000,7440.00,,,,,17440.00,7440.00,0.0125,1.000,,,,,80.0
219,125.00,94.000,,,,,10000,7520.00,,,,,17520.00,7520.00,0.0125,1.000,,,,,80.0
220,125.00,95.000,,,,,10000,7600.00,,,,,17600.00,7600.00,0.0125,1.000,,,,,80.0
221,125.00,96.000,,,,,10000,7680.00,,,,,17680.00,7680.00,0.0125,1.000,,,,,80.0
222,125.00,97.000,,,,,10000,7760.00,,,,,17760.00,7760.00,0.0125,1.000,,,,,80.0
223,125.00,98.000,,,,,10000,7840.00,,,,,17840.00,7840.00,0.0125,1.000,,,,,80.0
224,125.00,99.000,,,,,10000,7920.00,,,,,17920.00,7920.00,0.0125,1.000,,,,,80.0
225,125.00,100.000,,,,,10000,8000.00,,,,,18000.00,8000.00,0.0125,1.000,,,,,80.0
226,125.00,101.000,,,,,10000,8080.00,,,,,18080.00,8080.00,0.0125,1.000,,,,,80.0
227,125.00,102.000,,,,,10000,8160.00,,,,,18160.00,8160.00,0.0125,1.000,,,,,80.0
228,125.00,103.000,,,,,10000,8240.00,,,,,18240.00,8240.00,0.0125,1.000,,,,,80.0
229,125.00,104.000,,,,,10000,8320.00,,,,,18320.00,8320.00,0.0125,1.000,,,,,80.0
230,125.00,105.000,,,,,10000,8400.00,,,,,18400.00,8400.00,0.0125,1.000,,,,,80.0
231,125.00,106.000,,,,,10000,8480.00,,,,,18480.00,8480.00,0.0125,1.000,,,,,80.0
232,125.00,107.000,,,,,10000,8560.00,,,,,18560.00,8560.00,0.0125,1.000,,,,,80.0
